date,market,1d_ta,7d_ta,30d_ta
2022-06-26,DAI aave_v2,2.934321600310357,2.923172132431434,2.8847911706498133
2022-06-25,DAI aave_v2,2.934503792674433,2.9139349398381853,2.8793749707562193
2022-06-24,DAI aave_v2,2.9108251111366314,2.846156162501905,2.879495914471163
2022-06-23,DAI aave_v2,2.912773937157135,2.822149361208164,2.889696225614197
2022-06-22,DAI aave_v2,2.9070374594718045,2.881278023891793,2.9052629179107274
2022-06-21,DAI aave_v2,2.9165616380906254,2.8679493569318835,2.917665936783801
2022-06-20,DAI aave_v2,2.946181388179049,2.8444628403876733,2.9302073470836376
2022-06-19,DAI aave_v2,2.8696612521576172,2.8166220343843724,2.9434124066698075
2022-06-18,DAI aave_v2,2.4600523513204715,2.799272183191734,3.0526626335712463
2022-06-17,DAI aave_v2,2.7427775020804437,2.8403676594369127,3.0871851837390833
2022-06-16,DAI aave_v2,3.326674575942541,2.886320291198662,3.1125270372920664
2022-06-15,DAI aave_v2,2.8137367907524378,2.8573963310769646,3.1179687344610456
2022-06-14,DAI aave_v2,2.7521560222811523,2.8801983031971936,3.1406346686821416
2022-06-13,DAI aave_v2,2.751295746155945,2.9078358091223544,3.21872241099738
2022-06-12,DAI aave_v2,2.7482122938091456,2.9388105832232365,3.3049112078874385
2022-06-11,DAI aave_v2,2.7477206850367226,2.9674040760920337,3.3301042698574426
2022-06-10,DAI aave_v2,3.064445924412691,3.0010478524653474,3.3560768325730153
2022-06-09,DAI aave_v2,3.124206855090658,2.9904953155097065,3.3705517267550755
2022-06-08,DAI aave_v2,2.973350595594042,2.9734690249500564,3.3834754880901996
2022-06-07,DAI aave_v2,2.9456185637572765,2.959219720004969,3.401138437838195
2022-06-06,DAI aave_v2,2.9681191648621206,2.945466644154005,3.419605845643477
2022-06-05,DAI aave_v2,2.948366743890726,2.9321362083365594,3.437234317339583
2022-06-04,DAI aave_v2,2.9832271196499196,2.8890625733950346,3.4554889023174717
2022-06-03,DAI aave_v2,2.990578165723204,2.837415429382921,3.4727730667265835
2022-06-02,DAI aave_v2,3.0050228211731067,2.8061664919228275,3.4897993999257
2022-06-01,DAI aave_v2,2.873605460978431,2.796610675201348,3.5062511945847836
2022-05-31,DAI aave_v2,2.849347032800527,2.84564338726552,3.527412711415909
2022-05-30,DAI aave_v2,2.8748061141400005,2.9214187691587377,3.549127617812737
2022-05-29,DAI aave_v2,2.646851299300052,2.979179042233597,3.569937707907893
2022-05-28,DAI aave_v2,2.621697111565125,3.071457991917264,3.598223843507653
2022-05-27,DAI aave_v2,2.77183560350255,3.1744060010885535,3.627366833200458
2022-05-26,DAI aave_v2,2.938132104122749,3.656596351902586,3.6519234693756544
2022-05-25,DAI aave_v2,3.2168344454276356,3.736253030792991,3.6707427950902414
2022-05-24,DAI aave_v2,3.3797747060530505,3.7771385541133182,3.6800145477629984
2022-05-23,DAI aave_v2,3.2791280256640145,3.7928743805360146,3.6840024462689125
2022-05-22,DAI aave_v2,3.2928039470857233,3.8235296364962,3.691685703405019
2022-05-21,DAI aave_v2,3.3423331757641512,4.080955971446571,3.6989042059236423
2022-05-20,DAI aave_v2,6.147168059200777,4.365902611031363,3.7042550232893166
2022-05-19,DAI aave_v2,3.495728856355584,3.988307767275432,3.6161786097344684
2022-05-18,DAI aave_v2,3.503033108669926,3.992760440153763,3.616278949806926
2022-05-17,DAI aave_v2,3.489925491011926,3.9921403888972744,3.6161247961617455
2022-05-16,DAI aave_v2,3.493714817385311,3.9952824180590523,3.6164521939029557
2022-05-15,DAI aave_v2,5.0947882917383165,3.9966430281517082,3.6167130374753262
2022-05-14,DAI aave_v2,5.336959652857694,3.7687648147484816,3.563588010249527
2022-05-13,DAI aave_v2,3.5040041529092667,3.505909623732428,3.502436011799779
2022-05-12,DAI aave_v2,3.5268975665038993,3.504766786635016,3.5021808193076644
2022-05-11,DAI aave_v2,3.4986927498745075,3.501174570266355,3.5011663159207544
2022-05-10,DAI aave_v2,3.51191969514437,3.5015567719552405,3.4959225145216553
2022-05-09,DAI aave_v2,3.5032390880339044,3.4996506242125607,3.488044201710544
2022-05-08,DAI aave_v2,3.4996407979157285,3.5003951781951725,3.479488802401659
2022-05-07,DAI aave_v2,3.49697331574532,3.5005599534508356,3.470906551725243
2022-05-06,DAI aave_v2,3.496004293227381,3.5008650250578865,3.4630186830324976
2022-05-05,DAI aave_v2,3.5017520519232734,3.5007837499243832,3.455271863688887
2022-05-04,DAI aave_v2,3.5013681616967074,3.4999601428423825,3.4478209151613326
2022-05-03,DAI aave_v2,3.498576660945611,3.500983932422631,3.439894500837848
2022-05-02,DAI aave_v2,3.5084509659121874,3.5015746773675946,3.431702289996052
2022-05-01,DAI aave_v2,3.500794224705368,3.4996512573244747,3.422644439134844
2022-04-30,DAI aave_v2,3.4991088169946774,3.4994537482566317,3.413449942957837
2022-04-29,DAI aave_v2,3.4954353672928575,3.500956165792708,3.404093309264042
2022-04-28,DAI aave_v2,3.495986802349269,3.5029452594143606,3.3932620245261904
2022-04-27,DAI aave_v2,3.5085346887584437,3.5039268157550914,3.378036554131892
2022-04-26,DAI aave_v2,3.5027118755603586,3.503404096297503,3.3586075679827196
2022-04-25,DAI aave_v2,3.49498702561035,3.502836551007353,3.338764791396738
2022-04-24,DAI aave_v2,3.499411661230465,3.5033253329650904,3.31828724186144
2022-04-23,DAI aave_v2,3.5096257397472126,3.5033732989676283,3.2970440967841412
2022-04-22,DAI aave_v2,3.509359022644426,3.5022182110832305,3.2751921182984587
2022-04-21,DAI aave_v2,3.502857696734383,3.501029418557506,3.2533054887077784
2022-04-20,DAI aave_v2,3.5048756525553273,3.5009639903619147,3.2318299019527137
2022-04-19,DAI aave_v2,3.498739058529308,3.4997458083034156,3.210199844636223
2022-04-18,DAI aave_v2,3.4984084993145115,3.4994205806416003,3.189720021403671
2022-04-17,DAI aave_v2,3.499747423248228,3.476987753296888,3.1681757448348544
2022-04-16,DAI aave_v2,3.5015401245564304,3.444962451520147,3.1465828571468375
2022-04-15,DAI aave_v2,3.5010374749643525,3.408539163550277,3.1251179328523433
2022-04-14,DAI aave_v2,3.502399699365245,3.3715585639301193,3.1035258848008347
2022-04-13,DAI aave_v2,3.4963483781458335,3.336978214729793,3.0814351117101273
2022-04-12,DAI aave_v2,3.4964624648965996,3.303728405411683,3.059624015469751
2022-04-11,DAI aave_v2,3.341378707901526,3.2725514241545457,3.038037048144036
2022-04-10,DAI aave_v2,3.2755703108110397,3.2614367133103515,3.021813612969429
2022-04-09,DAI aave_v2,3.246577108767342,3.25818528829331,3.0076235828278732
2022-04-08,DAI aave_v2,3.242173277623251,3.2567764784802526,2.9946057506955337
2022-04-07,DAI aave_v2,3.2603372549629577,3.254317344447668,2.981769120443444
2022-04-06,DAI aave_v2,3.2635997129190657,3.2483277089073637,2.9683891001382814
2022-04-05,DAI aave_v2,3.2782235960966366,3.2350272963699687,2.9561292419704803
2022-04-04,DAI aave_v2,3.2635757319921663,3.2008843098590676,2.9610619436220444
2022-04-03,DAI aave_v2,3.2528103356917484,3.15261136304351,2.9665219713093323
2022-04-02,DAI aave_v2,3.236715440075944,3.1032711119419623,2.972986727039796
2022-04-01,DAI aave_v2,3.224959339395158,3.0524061261527433,2.980885533327344
2022-03-31,DAI aave_v2,3.218409806180828,3.000571550369363,2.9902122408160734
2022-03-30,DAI aave_v2,3.1704968251573,2.948522490225922,2.999580690103723
2022-03-29,DAI aave_v2,3.039222690520329,2.9031315344783097,3.0092962856069563
2022-03-28,DAI aave_v2,2.925665104283265,2.877326877844327,3.0233176539220343
2022-03-27,DAI aave_v2,2.907428577980913,2.867370996241089,3.041283134337862
2022-03-26,DAI aave_v2,2.8806605395514118,2.8640732510370666,3.0602965965403963
2022-03-25,DAI aave_v2,2.8621173089114924,2.8599903457082942,3.0807369313140116
2022-03-24,DAI aave_v2,2.854066385176743,2.858539414807756,3.1016531620103898
2022-03-23,DAI aave_v2,2.8527601349240155,2.8590431305998782,3.1229400033215207
2022-03-22,DAI aave_v2,2.858590094082449,2.8591168303848904,3.1443971143310048
2022-03-21,DAI aave_v2,2.8559739330605987,2.856414889322257,3.165556867530684
2022-03-20,DAI aave_v2,2.884344361552755,2.854420826161393,3.1871928716576035
2022-03-19,DAI aave_v2,2.8520802022500056,2.8493506952431633,3.207730899159178
2022-03-18,DAI aave_v2,2.851960792607725,2.849721473873637,3.22941292469705
2022-03-17,DAI aave_v2,2.8575923957216007,2.849422704438871,3.251110881952397
